mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
20667,23486,0.2855828514788841,0.03407379444792379,1.2991608612998826,0.03159693798323372,-1.0500000000000007,-1.0135780098209983,0.04646923668402226,-1.008145449803969,0.1045095600489965
23467,23466,-7.932983512114586,0.042822209010868834,-8.37146317644355,0.041297764018488815,-0.5099999999999998,0.4384796643289636,0.05949156997001613,0.5319825180408202,0.09676445359488313
20667,23485,6.017543153773271,0.04582914668616946,3.740680903725599,0.04338369521977978,0.41000000000000014,2.2768622500476723,0.06310670088750624,2.2215809841577183,0.10850436534232241
20667,23482,-18.767690850725078,0.05866573018955096,-20.49093628636302,0.05706316809385027,1.4100000000000001,1.723245435637942,0.08184053428210378,1.7993695493344166,0.09345805687246299
23467,20669,4.675879170502304,0.06415088866552933,6.455994995868981,0.060316336285966506,-1.2699999999999996,-1.7801158253666771,0.08805337551473504,-1.896666039348701,0.09122509962867315
23467,23473,8.592167567293473,0.05938459105688128,11.123965956815466,0.05841882180899908,-1.0500000000000007,-2.531798389521994,0.08330239130147832,-2.6108140349623365,0.10682797902789608
20669,23466,-10.412096547680344,0.06037875031065401,-12.848756471559861,0.058963650905616456,0.7599999999999998,2.4366599238795166,0.08439375342521332,2.428648557389521,0.09446568246925367
23466,23472,-16.629062352467297,0.06626325023631613,-14.79396742729358,0.06381481522469629,-0.8000000000000007,-1.8350949251737176,0.09199537474266181,-1.6210278001695375,0.10349057281753747
23469,23471,-24.558842670780606,0.06494809077961165,-24.41108002797847,0.0643773709611391,-0.03000000000000025,-0.14776264280213844,0.09144780143767696,-0.018838739461751075,0.10254788734214532
23469,23473,5.175019761140666,0.054639764494351116,5.533491924020446,0.0557307120513088,-0.6700000000000008,-0.3584721628797799,0.07804752481497441,-0.37293695395781157,0.11476058101158092
23468,23475,27.345722675803234,0.06671576432571573,27.85357828463585,0.06559831484702895,-0.9700000000000006,-0.5078556088326184,0.09356351917459273,-0.5034471113286223,0.08667105762805066
23330,20670,-20.563654213424584,0.08027617052437962,-21.95293480221839,0.08091493483524179,1.0500000000000007,1.3892805887938062,0.11398021860590854,1.006960549905294,0.0900671945131678
23471,23470,-1.0158867089654566,0.05536771974564084,-0.702856364726695,0.05410000219435167,0.03000000000000025,-0.31303034423876164,0.07741055888740683,-0.4702353726972639,0.08894604778731822
23330,23475,-20.399429718286786,0.0829995847044081,-21.587161134494334,0.0829652519863205,1.4100000000000001,1.1877314162075492,0.11735486397358173,1.2010853224016618,0.09985738635756664
23470,23468,9.433718461904077,0.05954259942412647,8.23506923072891,0.05918777181117765,-0.03000000000000025,1.198649231175165,0.08395542554328471,1.214330596930619,0.0794501137818876
23469,23474,29.993643547204375,0.07795545039526092,30.035892410403477,0.07665339555899124,-1.3899999999999997,-0.04224886319910268,0.10932884018890515,-0.19813628060681943,0.11616421436897978
23470,23330,66.0597378277639,0.08149713615955646,66.18713683649122,0.07814434959189732,-2.410000000000001,-0.12739900872731566,0.11290846990084469,-0.490201836799665,0.0936586672964886
23477,20670,11.6131575404879,0.042472331026218335,11.506146111422598,0.04195160410764644,-0.23000000000000043,0.10701142906530141,0.059697872575204605,0.2667948189607543,0.06944748873218223
23474,23473,-24.793011210400287,0.0723638528630073,-24.475831004253532,0.07148304475468979,0.7199999999999989,-0.31718020614675524,0.10171702359280847,-0.17480067335099214,0.11994563282929521
23471,23476,51.31981721378491,0.07605767964128256,52.90730061488685,0.07698822704518543,-1.6600000000000001,-1.5874834011019374,0.10822179880216827,-0.9459399538376054,0.09137484848987998
23474,23468,-30.750003910830404,0.07350653063168165,-31.95890821693727,0.07244939543698657,1.3599999999999994,1.208904306106864,0.10320913207992403,0.9233927653784235,0.10066754314083955
23471,23472,-9.0317578149818,0.07850657810758399,-10.359154718774464,0.0774936846410621,-0.9000000000000004,1.327396903792664,0.11031116881535873,1.1676705383375587,0.10052479559786252
23476,23468,-45.17772634137309,0.07389785551328841,-46.72508396424976,0.0747477631182794,1.6600000000000001,1.5473576228766734,0.1051100430056484,1.6900351780709606,0.08216011258219837
23472,23468,8.885408714689138,0.07882667842805545,9.457704889223177,0.07751631312703668,0.9000000000000004,-0.5722961745340384,0.11055507239746559,-0.42357531410420357,0.09222882246327896
23477,23479,-1.3926084514317967,0.05459996513393393,-0.44893267380958884,0.05218422395481582,-0.2900000000000009,-0.9436757776222077,0.07552714361336045,-0.5701621631003775,0.07694856418375776
23477,23475,12.654187322205276,0.06242131738581725,12.181805738958705,0.06232018935804766,0.129999999999999,0.4723815832465711,0.08820559429993002,0.460919591457122,0.0817456529357868
23477,23482,-15.761836965031367,0.056493199106290505,-14.195284273406184,0.05357376316358397,-1.1600000000000001,-1.566552691625184,0.07785646822692877,-1.7691980730984689,0.07279754814072115
23477,20669,-1.0229886221307696,0.0786949157869502,-1.433267781615642,0.07767828257524012,0.2400000000000002,0.41027915948487254,0.11057488573158933,0.5803212596699643,0.07674699823951485
23480,20670,13.402692286808069,0.05828169695581237,11.855608556859192,0.05828437203222126,-0.35999999999999943,1.5470837299488769,0.08242465785940227,1.4424169411101921,0.08273650155509699
23480,23479,-1.017737535440303,0.058247387691444,-1.4567109123983084,0.05904636471768087,-0.41999999999999993,0.4389733769580054,0.08294113189033997,0.6054599590490604,0.0891260709798871
23477,23476,24.222535003473684,0.07870513179093326,24.437978174134276,0.07741832374607269,-0.5600000000000005,-0.2154431706605941,0.11039970390304447,-0.7256684752852163,0.0769464985756515
23477,23483,1.0701790088467105,0.06313115182499686,2.339042963335409,0.0629273876810874,-1.0199999999999996,-1.2688639544886986,0.08913696456081885,-1.6459054097075487,0.07706811716254043
23483,23482,-16.742179041295504,0.05036522635583703,-16.403649789890096,0.050602325379249975,-0.14000000000000057,-0.33852925140540857,0.07139503736018483,-0.12329266339092015,0.08568079544363716
23484,23485,6.9797772362787205,0.04967937740245349,1.506324858657525,0.04751080696926908,-3.26,5.473452377621196,0.06874094353415985,5.573847452484893,0.10941497025476928
23482,23486,19.285861843094757,0.05937349510646445,21.95595805174226,0.0594867134699111,-2.460000000000001,-2.670096208647506,0.08404689762631731,-2.8075149991383856,0.09428163547284397
