mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),exp_ddg (kcal/mol)
17,1oiu,-53.39810917942,0.04351065986858322,-50.92229220810313,0.044146370198791036,-2.4758169713168665,0.06198451035483175,-2.04
1h1r,1h1q,2.727031577482518,0.053330155037324835,1.3844837379549368,0.05297031607188275,1.3425478395275814,0.07516621462505786,-0.5099999999999998
1h1r,1oi9,-7.949518179655626,0.056605205881233946,-6.83827162823947,0.057266393286509745,-1.1112465514161556,0.08052073728488886,-2.070000000000001
17,20,-3.253619403389155,0.0659790574008131,-3.4798345365510914,0.06526580863117537,0.2262151331619363,0.0928055051803555,-1.6800000000000006
17,26,1.5189591029507743,0.06405429891667466,2.4349264303554468,0.06370574048994859,-0.9159673274046727,0.09034032643885775,-1.3900000000000001
17,21,3.4342765168163507,0.06514664744326788,2.3654598557330364,0.06401790920189,1.0688166610833145,0.09133662119697047,-0.7899999999999991
1h1r,1oiu,-52.764793039502706,0.04391017685969042,-50.58973655010715,0.04429376272843365,-2.1750564893955553,0.06237019359030458,-1.4100000000000013
1h1r,20,-2.7375432762872296,0.06369396495916256,-3.0600954123789696,0.0625945013812257,0.3225521360917399,0.08930281504736172,-1.0500000000000016
1h1r,26,3.0385558792552656,0.06132394748365058,2.57788322416151,0.060972539673272194,0.46067265509375527,0.08647703237962255,-0.7600000000000013
1h1r,21,3.7864473030605414,0.06293742103394472,2.7349011188631738,0.06094538864304018,1.0515461841973677,0.08760969902502369,-0.16000000000000036
1h1s,1oi9,43.47112218788412,0.06915745744596911,42.89385556851585,0.06763334066905433,0.5772666193682666,0.09673170468076839,1.5099999999999991
1h1s,29,38.07234231160478,0.061413756164304265,37.920852658533285,0.06063873319752584,0.15148965307149562,0.08630588282388021,1.369999999999999
1h1s,1oiy,29.696556730676036,0.06338942642283739,28.787258191497692,0.06335214431085073,0.9092985391783448,0.08961982800139248,1.4600000000000002
1h1s,31,34.440175025405736,0.05314173401347746,31.934813027476117,0.0513395097842504,2.5053619979296182,0.07389038610567907,1.71
1h1s,32,10.266114186606382,0.052288508803462225,8.960632011407895,0.04916302696623291,1.3054821751984869,0.07177110402782093,1.4999999999999991
21,20,-6.202532870826228,0.04900865612162908,-5.198669551065204,0.04715640545698653,-1.0038633197610234,0.06801157953225172,-0.8900000000000013
1oiu,1h1q,55.69590747070324,0.06376103015981928,51.80328852612874,0.06096725812561867,3.8926189445745005,0.08821834010225539,0.9000000000000015
1oiy,31,3.2503676911183597,0.06585209103757461,2.457103255694857,0.06509375733622112,0.7932644354235024,0.09259425002756842,0.24999999999999983
22,1h1q,-0.6043990505271691,0.05964777517509018,0.5283186649944618,0.05845696535462001,-1.1327177155216308,0.08351690776010177,-0.31999999999999906
22,1h1r,-3.9322103977851683,0.06861705529841167,-0.7699461996428006,0.06726533574009752,-3.162264198142368,0.09608811409354086,0.19000000000000075
26,1oi9,-9.395736963117201,0.05700269763988088,-8.913303040958859,0.05521690334640463,-0.4824339221583439,0.07936128749831288,-1.31
22,32,-46.398650319905826,0.06835459809491067,-42.483175966565085,0.06795988472219998,-3.9154743533407452,0.09638929926175144,-1.8900000000000008
28,1h1s,-19.746870711375216,0.05501095998375171,-19.264025664468768,0.05478364956764644,-0.48284504690644775,0.07763667933576641,-0.14000000000000012
28,30,5.406736364604778,0.05473907287724334,3.8932908343205512,0.05386122851586982,1.513445530284227,0.07679451827245813,1.2999999999999998
28,1oiy,10.9233649908296,0.06839877350234794,8.674197215751645,0.0663805833481483,2.249167775077955,0.09531408113319856,1.32
30,31,11.504770687226303,0.04409164495335828,10.612828266679935,0.044373111049383546,0.8919424205463673,0.06255434548369865,0.2700000000000001
30,29,15.324165950131087,0.05978972243594053,16.39865522280592,0.062116514657341075,-1.074489272674832,0.08621642710146644,-0.07000000000000091
29,1oi9,4.148949902822235,0.07375698461037078,4.314419977575669,0.06991515391732232,-0.16547007475343525,0.10162785802179117,0.14000000000000012
30,32,-15.12103908329453,0.06117141769049021,-14.349187933394626,0.05990028859711276,-0.771851149899903,0.08561534276215808,0.05999999999999908
