mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),exp_ddg (kcal/mol)
18,20,-3.815606300453882,0.03739646525182482,-3.181236543299607,0.03798412855417681,-0.6343697571542755,0.05330374879266159,0.2552000000000012
14,17,-5.209256974807874,0.042645755057964446,-4.946410716887336,0.04249121312576439,-0.26284625792053823,0.060201026713529004,-1.0885000000000007
22,26,1.2505211217728134,0.05345846148068594,3.2767321656904085,0.05587718260513022,-2.0262110439175953,0.07733089059211105,-1.2195999999999996
23,25,23.712971915181285,0.05617882477848454,23.699552402174987,0.055163766909885496,0.013419513006300668,0.0787343732633965,-1.6286999999999996
18,22,-4.0595286149144325,0.05642902933976568,-2.543946093558356,0.05720447213662232,-1.5155825213560763,0.08035289033169705,-0.6028000000000004
14,18,1.2274983195243376,0.059859768812836125,0.45190642528118163,0.059685338999621515,0.775591894243156,0.08453124637568009,-0.43300000000000033
14,15,-15.649688390917488,0.06277794051356594,-15.262356597252294,0.06267043884830913,-0.38733179366519527,0.08870543230583164,-1.9527000000000008
15,23,-8.25576163922911,0.0657217755290921,-7.560320442119981,0.06643579137245675,-0.6954411971091281,0.09345087561912392,1.9070999999999996
20,22,-0.4394837459482381,0.06175570955149282,0.120693582520906,0.06166415622018337,-0.560177328469144,0.08727104803172425,-0.8580000000000017
15,17,10.49074374665973,0.06683373577992067,10.104584036408955,0.06767117691357023,0.38615971025077545,0.0951111792754562,0.8642000000000001
22,23,-15.103850525712566,0.06262520990967375,-14.158104034792222,0.06380634007751612,-0.9457464909203442,0.08940450743848624,0.9901999999999996
25,27,1.825564137693901,0.05514682824697467,3.9644192942453076,0.05717159433021976,-2.1388551565514065,0.07943402208097321,-2.4881999999999995
20,25,8.558427390639144,0.06959674194142264,10.036872541923923,0.06946354688932072,-1.478445151284778,0.09833051833131885,-1.4965000000000015
26,27,9.282013172095185,0.05502516758424701,10.444506669708677,0.05695233806634976,-1.1624934976134909,0.07919177911183874,-1.9070999999999996
26,28,-28.880521584352522,0.05653181384583534,-28.411765822396823,0.05544683975237042,-0.46875576195570023,0.07918458192871404,-0.06239999999999931
29,30,-14.413053945101952,0.04594785686335555,-14.98653214925237,0.04511186263496817,0.5734782041504201,0.06439165862696539,0.7980999999999994
28,29,12.97236099137606,0.05566726943327645,14.030153908477699,0.05717717682176039,-1.0577929171016383,0.07980021576075999,-1.2544000000000004
25,29,-27.077365365840382,0.0703069740750125,-24.943138843999076,0.07140671085640106,-2.1342265218413057,0.10020972487196113,-1.8978999999999995
27,30,-39.704462375504754,0.059542848298992444,-40.0617427613287,0.06048766080712499,0.35728038582394606,0.08487701628517953,1.3883999999999992
28,30,-1.9324036305571426,0.06338666752210091,-1.030472155476387,0.06295394508852722,-0.9019314750807557,0.08933682791417359,-0.45630000000000115
6,14,-71.11027462642664,0.08571060136194418,-69.82351741359633,0.08635148723724931,-1.2867572128303186,0.12166711360885873,-3.2929399999999998
6,17,-82.74985714742333,0.09106876350922467,-81.46216880004518,0.09096223986055843,-1.2876883473781537,0.12871537890846166,-4.3814400000000004
6,25,-77.04222837205377,0.09597641973184871,-74.1656156483024,0.09503060661653961,-2.876612723751362,0.13506401940728516,-4.96724
