mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
10,12,9.333872354180132,0.04744370374987016,9.07248386869908,0.049287675731706795,-0.27999999999999936,0.26138848548105015,0.06841184111350405,0.3784508434453038,0.051820937720717296
10,3,1.9969223707452346,0.03825901814190347,0.40892409404610824,0.04059706249959776,0.0,1.5879982766991263,0.05578417295952988,1.7036874380326896,0.0496195272247293
10,9,-1.6804906722032598,0.04974651195373269,-3.233829482623223,0.049694924111812616,0.9500000000000002,1.5533388104199632,0.07031572323486181,1.2458574401473275,0.05399984377694844
11,12,3.51211638805124,0.05148789807135396,5.016743287443182,0.05001016073264712,-0.47000000000000064,-1.5046268993919427,0.07177757187528243,-1.598120218596483,0.04773956068855506
11,2,-6.309232381227221,0.05260629365911852,-6.833998948861705,0.054723376652889136,1.1899999999999995,0.5247665676344845,0.07590830050029697,0.7200506318340025,0.04885888686180558
3,12,7.4833144666273395,0.05492011033198149,8.767436609297738,0.05451967968566919,-0.27999999999999936,-1.284122142670399,0.07738613565687973,-1.3252365945873859,0.049706814965366684
3,2,-2.3595092425630138,0.04995263517555936,-3.1303587643357087,0.050470655724668356,1.3800000000000008,0.7708495217726947,0.07101093472318562,0.9929342558430996,0.050782798511303885
8,11,-1.7780114479012705,0.03982361648550444,-0.2706472412430935,0.03970164223395179,-0.08999999999999986,-1.5073642066581772,0.056232915859461226,-1.4000175608255825,0.046602594301989174
8,2,-7.535269143375411,0.047994634592618254,-7.195063742090325,0.04534482395388889,1.0999999999999996,-0.3402054012850854,0.066027554922836,-0.67996692899158,0.05191281989863447
9,11,7.899312922799062,0.047718856492180654,7.087293989738841,0.04679187294921513,-0.7599999999999989,0.8120189330602214,0.06683239213896822,0.7307136218944592,0.0500962992287515
9,8,9.665854820016111,0.05369364100291905,7.2778120544978995,0.05446879001307714,-0.669999999999999,2.3880427655182115,0.07648435244962881,2.1307311827200417,0.05307908477799847
