mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
b1i2a,b1i4b,1.8923208609892546,0.03957827309813547,2.16601103734264,0.04074848883555906,0.3085899999999988,-0.27369017635338555,0.0568056251071342,-0.3092281959784753,0.07582819397938208
b1i2e,b1i2k,3.187815242931627,0.040901283920896654,2.573435925253115,0.04107592736688576,-0.16110000000000113,0.614379317678512,0.057966773546812775,0.5247817644345716,0.0835211713262737
b1i2a,b1i2e,-0.5099398086401705,0.041711128935825736,0.9726454338144311,0.04467751110832645,-1.77487,-1.4825852424546018,0.06112199502581466,-1.461966777774803,0.07441643328718335
b1i2a,b1i2g,3.023677099467644,0.045946398375962934,2.9951931799977745,0.04322058289412586,0.36153000000000013,0.028483919469869702,0.06308003098787043,-0.1092754440972108,0.08041541655074962
b1i2a,b1i2d,5.041307390850068,0.05006375068818825,5.699803994093208,0.05059958575332636,0.28553999999999924,-0.6584966032431401,0.07118073623795484,-0.4145579158805024,0.08193648983916246
b1i2d,b1i4a,-11.987475747793049,0.05648296876530126,-13.156142965507149,0.0553765568743575,1.1785699999999997,1.168667217714099,0.0791004981766926,1.5047671425385225,0.09332917364304816
b1i2h,b1i2g,1.3596844175211353,0.0351803162918417,0.8869916618038144,0.033048829414727324,1.4855300000000007,0.47269275571732083,0.048268828244300364,0.45795711697096664,0.08354286780719768
b1i2e,b1i4a,-6.031692510250412,0.04964040289130345,-8.561308222450869,0.050946823190906994,3.238979999999999,2.5296157122004566,0.07113190839880838,2.552176004432823,0.08680179623093563
b1a2m,b1i2c,9.505716519174909,0.06756824040110584,7.013156078647747,0.06535530271870063,2.72194,2.492560440527162,0.09400416322884125,2.020934028268899,0.08378138254565183
b1i2g,b1i4a,-9.190304853250389,0.0508260467890035,-10.606105174825755,0.05195895720302525,1.1025799999999988,1.4158003215753652,0.07268438804739147,1.199484670755231,0.09199666029134773
b1i2e,b1i5a,-0.20826080994115032,0.05630654072495576,2.308501305565152,0.055873483523441264,0.07909999999999862,-2.516762115506302,0.07932384691538456,-2.77810787704969,0.08511040256719896
b1a2m,b1i2a,3.5172245256680172,0.06965622778326873,3.5972966411270026,0.07143757974084065,0.906130000000001,-0.08007211545898556,0.09977633922039626,0.1344567975391655,0.0702956762606212
b1i2h,b1i2d,3.9383322252671378,0.05648165505550421,3.820600890470638,0.05551458991488357,1.4095399999999998,0.11773133479649989,0.07919625654806328,0.15267464518767504,0.08500799909175315
b1a2m,b1i2h,4.951377143371864,0.07044208571517947,5.303388727315051,0.07137926602203783,-0.21786999999999956,-0.35201158394318693,0.10028502908086298,-0.4327757635290119,0.07385291899010082
b1i2h,b1i4b,0.813110191259819,0.049063969577334866,0.5253033043326941,0.04885135180093986,1.4325899999999994,0.28780688692712486,0.06923675095976727,0.25800436508970215,0.0791371375815118
b1i1,b1i2e,-10.835175078365461,0.07674552624747956,-6.912606809849839,0.07622461552138403,-3.079909999999999,-3.9225682685156227,0.10816685171708287,-4.732908028803415,0.09548181877022222
b1i1,b1i2j,-13.299469436671398,0.07665729407536537,-8.070814688492398,0.07833479072962375,-3.93011,-5.228654748178999,0.1096023730291046,-5.180441236046102,0.09823499372464543
b1i1,b1i2k,-9.134127790152727,0.07539907926063019,-4.15653230441478,0.07815599596589125,-3.24101,-4.977595485737946,0.1085973335711849,-4.208126264368843,0.09846759177785075
b1i2j,b1i2h,3.4900067016603553,0.04433076748090129,2.151914297704973,0.04441405154024788,1.5010700000000003,1.3380924039553828,0.06275209095851332,1.3422674239493126,0.08114131723122142
b1i2j,b1i5a,1.5209767736268935,0.04883045991527635,3.596266698981061,0.049127867878853614,0.9292999999999996,-2.0752899253541672,0.06926731709731153,-2.330574669807003,0.08818796347326678
b1i2j,b1i5b,3.69749400296566,0.052600157483589684,3.6346442571625386,0.04942463347313336,3.3168799999999994,0.06284974580312176,0.0721773576771276,-0.2261130141234613,0.09270741827839865
b1i2n,b1a2m,-4.459063451527078,0.05230000644288217,-4.268597813107948,0.05022287714445308,1.3708399999999994,-0.19046563841913078,0.07250950325710655,-0.399993815122448,0.07174114818166363
b1i2j,b1i5d,-12.390667246874521,0.05092731847965811,-14.228580179010413,0.05111534198683639,0.10800000000000054,1.8379129321358911,0.07215517967519564,2.419089121193071,0.08977393383452015
b1i2i,b1i2c,4.328061950729311,0.06444916793348443,1.918606219287009,0.060922704097577295,2.9304000000000006,2.409455731442302,0.08868636378767278,3.142673254293207,0.08726181643775256
b1i2n,b1i2o,-5.844246145385235,0.05368973526804185,-4.9567039066878875,0.05428869800210643,0.41080000000000005,-0.887542238697347,0.07635345705281675,-0.9300374957024822,0.07430333833489355
b1i2n,b1i2i,-1.2539962128992375,0.05882180776481202,0.8673446421360826,0.058588469887610774,1.1623799999999989,-2.1213408550353203,0.08302176746186493,-1.5217330411467564,0.07577662495241254
b1i2n,b1i5h,-1.9633626695789146,0.04757603015528905,0.4709423214570436,0.04750941394904211,0.1706000000000003,-2.434304991035958,0.06723557881894385,-2.110425144027216,0.07958064709811206
b1i2n,b1i4i,-15.77320857663579,0.05215166602991522,-16.666431490761052,0.052396440244201724,2.185699999999999,0.893222914125263,0.07392687752069618,0.49046865768143455,0.0873960662954462
b1i4b,b1i4a,-8.356868299289621,0.044047412086022836,-9.826289133996534,0.04605995251786173,1.15552,1.469420834706913,0.0637314187620485,1.3994374226364954,0.08801511965512436
