mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
CHEMBL3402741_400,CHEMBL3402763_90,-4.633968349540166,0.06880088058764568,-6.464592084353543,0.0672734374498247,-0.8837799999999998,1.8306237348133767,0.09622513474114212,2.0575184446919383,0.10178761779585382
CHEMBL3402741_400,CHEMBL3402764_90,-10.548868125707983,0.07843183526286411,-15.752645688902897,0.0805525987742494,-0.8837799999999998,5.203777563194914,0.11242897292062336,4.728325365792999,0.08573130021923325
CHEMBL3402742_23,CHEMBL3402741_400,18.413772020089468,0.07143611177416984,20.188917275209494,0.07210606567401302,1.6921300000000006,-1.7751452551200255,0.10150075257059311,-1.9102045098928553,0.09015656747640398
CHEMBL3402742_23,CHEMBL3402756_2.7 redocked,4.898892556159254,0.09444408955173492,6.989001392097556,0.10270207514775512,-1.2691999999999997,-2.090108835938302,0.13952563309625676,-2.1782197896046327,0.08073295951402129
CHEMBL3402742_23,CHEMBL3402757_6.5 redocked,8.963180699820487,0.10082241692123277,11.218080950243666,0.10751913156517896,-0.7486999999999995,-2.25490025042318,0.1473958052536406,-1.4588497422293312,0.08938202449641931
CHEMBL3402743_42,CHEMBL3402763_90,14.007304865816904,0.07767107936767038,14.801738944301128,0.08029257697520478,0.451550000000001,-0.7944340784842229,0.1117125529538115,-0.9518551054851514,0.10377211452072882
CHEMBL3402743_42,CHEMBL3402764_90,6.157006020893048,0.05160660813744234,4.403668980001772,0.05178963362891749,0.451550000000001,1.7533370408912756,0.07311229824638965,1.7189518156159096,0.08807830863969143
CHEMBL3402743_42,CHEMBL3402765_11-charged-pKa-8.1,22.113379034516377,0.06816849828086054,22.36087464153057,0.06646162404887018,-0.7937999999999992,-0.24749560701419338,0.09520552310176676,-0.07485331069705836,0.09931472445667694
CHEMBL3402756_2.7 redocked,CHEMBL3402757_6.5 redocked,4.522662209537987,0.039848842902289835,3.7796956607507832,0.04013389586349238,0.5205000000000002,0.742966548787204,0.056556696136116594,0.7193700473753015,0.08027013746887439
CHEMBL3402756_2.7 redocked,CHEMBL3402758_10 redocked,-7.3147312588058755,0.047095915523105984,-7.777023984665441,0.04582844174421052,0.7757000000000005,0.46229272585956577,0.06571355515920617,0.5835021878222104,0.07224474355549543
CHEMBL3402756_2.7 redocked,CHEMBL3402759_5.7 redocked,5.931066623794222,0.04839541754501097,6.499257569310608,0.048465405384293364,0.4427000000000003,-0.5681909455163855,0.06849096260398045,-0.6864891580306285,0.07750686190179966
CHEMBL3402760_1 redocked,CHEMBL3402758_10 redocked,-8.656899805299625,0.0493316122909198,-10.804833406868228,0.05017433395718619,1.3642000000000003,2.147933601568604,0.0703638526465747,2.1679666462878213,0.08663320274911603
CHEMBL3402760_1 redocked,CHEMBL3402759_5.7 redocked,1.941488316170993,0.05277828608178143,0.9951113094834954,0.0535543117811137,1.0312000000000001,0.9463770066874977,0.07519050333705114,0.8979753004349824,0.09106768081506626
CHEMBL3402762_1 redocked,CHEMBL3402757_6.5 redocked,-11.325483836393007,0.08185607640732541,-15.735365758426301,0.08277380488700861,1.109,4.4098819220332945,0.11641271416934863,4.0132949853612505,0.09220719594270461
CHEMBL3402762_1 redocked,CHEMBL3402759_5.7 redocked,-13.277946375582557,0.08556817243031554,-15.386865400539168,0.08623317435276694,1.0312000000000001,2.1089190249566103,0.12148280739272911,2.6074357799553205,0.089811946066261
CHEMBL3402762_1 redocked,CHEMBL3402760_1 redocked,-14.806138809764581,0.08165286990400035,-16.57490522827304,0.08042468518953877,0.0,1.7687664185084562,0.11460942871943837,1.709460479520338,0.09652378090191333
CHEMBL3402763_90,CHEMBL3402764_90,-6.923037559721697,0.07426948697845069,-9.461909315322552,0.07469922566252694,0.0,2.5388717556008555,0.10533722518949974,2.670806921101061,0.09755933446513186
CHEMBL3402764_90,CHEMBL3402758_10 redocked,-9.354043126956928,0.09332034609717622,-5.505555478308536,0.09414894707901535,-1.30185,-3.8484876486483914,0.13256210330175056,-4.412838457682566,0.07737443688556789
CHEMBL3402765_11-charged-pKa-8.1,CHEMBL3402742_23,-23.08154880225323,0.08465923628502947,-21.78176922644492,0.08559538500343802,0.4369999999999994,-1.299779575808312,0.12039001712040427,-1.024315729587176,0.09690684859662371
CHEMBL3402765_11-charged-pKa-8.1,CHEMBL3402764_90,-16.026348112825094,0.07463484657589795,-17.819696991740745,0.07427918961727142,1.2453500000000002,1.7933488789156522,0.10529842512405582,1.793805126312968,0.09280402191220957
