mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
155,156,2.754428607869831,0.042302280310497715,3.177424727845934,0.04185688036180865,0.7671099999999988,-0.42299611997610337,0.05951034660536507,-0.4952189898615984,0.09945413854113355
124,227,6.440043211090512,0.0690854741855721,6.777142899175657,0.06856025325201467,-0.6355000000000004,-0.33709968808514457,0.09733093582939466,0.13415437323392432,0.0807040869509103
15,167,-15.257446260761474,0.052846069365046426,-17.36940699655708,0.05218755713520375,0.3725000000000005,2.1119607357956025,0.07427144920543462,2.182651800528541,0.06682712209162477
15,215,-26.60524777291947,0.05119798569048318,-27.891389428370932,0.05000461240770832,0.4466000000000001,1.2861416554514624,0.07156601847810215,1.047243178094062,0.06478298611608801
15,23,-5.964667679698969,0.050462154074868655,-8.000009228493692,0.050565843953862565,3.9787800000000004,2.035341548794723,0.07143762012162894,2.1059246077123746,0.062022136908111085
15,25,0.002221359154346627,0.050804238595489985,-0.8508112487689925,0.05088597082254429,0.7631000000000014,0.8530326079233391,0.07190585988513248,0.6465992369116034,0.07527606699472027
15,251,-56.97789588586557,0.04886665615635094,-60.47752203681771,0.05471733046303873,0.8026,3.4996261509521394,0.07336168166627874,3.4098335808230242,0.06271188029999052
15,254,-58.060089127230526,0.04324362640763721,-61.45495283562988,0.05089803357029173,1.4964700000000004,3.394863708399357,0.06678788098304843,3.620055867834397,0.06369786821391914
15,290,21.32930743130679,0.04744972038070896,22.767094253820943,0.048802605381398065,0.48050000000000104,-1.4377868225141528,0.06806739495690967,-1.4545296089027193,0.06343504954884942
15,42,-21.546370617417523,0.06610659171534934,-20.589649305657325,0.06550613253436423,2.10651,-0.9567213117601968,0.09306521835696506,-0.7444420207977469,0.0651911481552965
15,67,-12.897260822374298,0.07046915744270935,-14.027764281551143,0.072684862423579,0.8745000000000012,1.1305034591768452,0.10123730229623844,1.1840853729757725,0.0731768842003014
163,164,2.5373660696874785,0.05427397085477405,-0.6594587742395491,0.0541309846602157,4.245540000000001,3.1968248439270277,0.07665394583861532,3.594641824838879,0.06756711811451507
163,167,19.90984608845457,0.051788191192358675,21.527464800209444,0.05182520330740156,0.3366000000000007,-1.6176187117548737,0.07326573854694841,-1.7435613405408148,0.0720477198985522
163,206,8.562900712948634,0.045111542785680935,8.196558372148884,0.04178896969170066,0.8873000000000015,0.3663423407997509,0.06149283926115461,0.23853046503222508,0.06602194098532511
163,234,1.8175981645289205,0.04419690902963424,0.8522951064897981,0.044797324279659455,0.6625000000000014,0.9653030580391225,0.06292985801978844,0.909742823223417,0.07168115280756071
163,256,-49.34385966052005,0.04808613549015565,-50.23925981561798,0.050654554101330386,0.3366000000000007,0.8954001550979254,0.0698438277701202,1.1520774842876076,0.07428015643306721
163,338,-43.34569066180498,0.05205930134794884,-42.28979147907589,0.0546591266756177,0.25180000000000113,-1.0558991827290933,0.07548371338095239,-1.3352569404942862,0.07899999956088324
164,165,-2.205747544932959,0.054569209508516604,0.27038920675923545,0.053358333006573916,-2.470580000000001,-2.4761367516921946,0.07632110014684547,-2.699181336515222,0.07760049510664073
164,237,34.8237682038316,0.05124612683541426,38.07726278750676,0.05079908628171877,-2.7849700000000004,-3.253494583675164,0.07215755457808194,-2.701606479180601,0.07847837036255906
165,234,-0.12988959994969845,0.05051272757739995,-0.33350659718939235,0.04965493469403986,-1.1124599999999987,0.20361699723969387,0.07083183032209449,0.014282334899760052,0.08120781402251762
165,252,-52.95914885972402,0.048131098701853336,-52.240501401413646,0.05135364822858443,-0.4769899999999989,-0.7186474583103721,0.07038323556524481,-0.7213918574197233,0.07983480611318255
