mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
CHEMBL1077204,CHEMBL1084676,11.996922593770375,0.06141797885157443,10.722524013556779,0.060857274224192445,0.3335000000000008,1.2743985802135962,0.08646256966000375,0.7316160921021098,0.11749544844354973
CHEMBL1077204,CHEMBL1085692,28.84864031354725,0.0798558993584184,28.373448128951377,0.07970019805048728,-0.2800999999999991,0.47519218459587054,0.11282325217626349,1.1016526900305017,0.10711664159476673
CHEMBL1077227,CHEMBL1084935,19.172944513409558,0.07815488688144882,18.282177322038965,0.07753737086391488,0.7956000000000003,0.8907671913705922,0.11009191715989117,1.09310238197914,0.09902747514324543
CHEMBL1077227,CHEMBL1086410,1.813877172590579,0.058315433493095814,1.6064555034849777,0.059088462961445355,-0.1330000000000009,0.20742166910560114,0.08301889085403262,0.32537094083040863,0.1002258214575092
CHEMBL1082248,CHEMBL1083517,-11.054015278823274,0.060334874576681616,-7.180977586159626,0.057670178264451664,0.17149999999999999,-3.8730376926636474,0.08346344440075269,-3.9904442519172196,0.08230906316811457
CHEMBL1082248,CHEMBL1096002,-10.889595266086506,0.056103424481986144,-9.816923327188203,0.055418840918774755,0.5050000000000008,-1.072671938898303,0.07885963585628826,-0.7994866636861904,0.0756452853152076
CHEMBL1082249,CHEMBL1082248,26.996466718587158,0.06423824376264325,26.81665200135503,0.06261479660176784,-0.4131,0.17981471723212747,0.08970599040860947,0.39768980766753614,0.08498609894624641
CHEMBL1082249,CHEMBL1085692,38.060849148785934,0.07352521701160389,37.03561953910106,0.07303628569926558,-0.10859999999999914,1.0252296096848652,0.10363520910071149,-0.09180044822452693,0.09536475259195189
CHEMBL1082249,CHEMBL1096002,14.768586790559272,0.057904959797270145,15.681577173376594,0.057375919103040136,0.09190000000000076,-0.9129903828173209,0.08151674957971569,-0.4017968560186542,0.08408979581826607
CHEMBL1083517,CHEMBL1083836,50.533809201987914,0.06288374290639576,47.81860292258759,0.061648561675057514,0.6029,2.7152062794003258,0.08806196840021831,2.5542195507343735,0.09175940197535642
CHEMBL1083517,CHEMBL1085666,-11.674179452536542,0.059681817724058034,-15.33742317746872,0.05813290769536803,0.9592000000000009,3.6632437249321774,0.08331479054745243,3.5581363861185924,0.09491057199697041
CHEMBL1084143,CHEMBL1084676,14.532000006900281,0.08647323567902575,12.115629177058665,0.08413919307072461,1.1598000000000006,2.4163708298416164,0.12065249396259077,2.4635959210678333,0.1223815784580761
CHEMBL1084431,CHEMBL1085666,-27.71430173733181,0.08098665617614204,-27.944588798816838,0.07882792059734404,-0.7024699999999999,0.2302870614850287,0.11301627999670588,0.5761356300201541,0.10212228420997767
CHEMBL1084677,CHEMBL1077204,12.743973072066353,0.07951391020424893,10.995881197361445,0.08153635242917909,0.4131,1.7480918747049083,0.11388871183495167,1.444700595983548,0.11945445377601553
CHEMBL1084677,CHEMBL1084143,10.730617718444158,0.06628264148556491,11.397623708569913,0.06792751552848134,-0.4131999999999998,-0.6670059901257562,0.09490803932321015,-0.2872792329821756,0.12426357820321131
CHEMBL1084677,CHEMBL1096003,11.387955708805112,0.06265602153059736,10.100460077605971,0.06219135737062534,-0.4131999999999998,1.2874956311991406,0.08828103967242068,1.1412424691996996,0.11221372934430886
