mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),exp_ddg (kcal/mol)
CHEMBL3402741_400,CHEMBL3402763_90,-6.887831660093336,0.07364154150490745,-7.199565558936377,0.07405314199901211,0.31173389884304187,0.10443631779771277,-0.8892720743780677
CHEMBL3402743_42,CHEMBL3402742_23,0.4573632225402124,0.07548504305159924,1.2345498523191714,0.07617564731361602,-0.777186629778959,0.107241414426285,-0.3589957553370291
CHEMBL3402741_400,CHEMBL3402764_90,-11.84184126524469,0.07677268375121632,-14.326125910748749,0.07550829613353344,2.484284645504059,0.10768262513216166,-0.8892720743780677
CHEMBL3402743_42,CHEMBL3402758_10,-3.328689186288813,0.08160668842151911,-0.7758791430174733,0.08396269461982298,-2.55281004327134,0.1170870858931443,-0.8555468242551639
CHEMBL3402743_42,CHEMBL3402762_1,6.17398081358881,0.08712853257430846,11.581893366372165,0.08881376472059413,-5.407912552783356,0.12441569833585062,-2.228266917861616
CHEMBL3402741_400,CHEMBL3402760_1,20.73426790495892,0.10584740099690589,26.66286212105782,0.10938697473606918,-5.928594216098901,0.15221426523065842,-3.571900034865333
CHEMBL3402756_2.7,CHEMBL3402760_1,-0.3785543845741399,0.06381574079091931,0.2934314396388777,0.06337054174100025,-0.6719858242130177,0.08993483381449958,-0.5921417067147577
CHEMBL3402757_6.5,CHEMBL3402756_2.7,-3.342755616182914,0.06998036583274059,-2.42387789839366,0.06867498371836725,-0.918877717789254,0.0980484828582381,-0.5237607923099594
CHEMBL3402743_42,CHEMBL3402765_11-charged-pKa-8.1,-19.428879034318648,0.09420293001024406,6.315197995420618,0.09290820037843418,-25.744077029739266,0.13231071657305093,-0.7987262536101402
CHEMBL3402758_10,CHEMBL3402757_6.5,9.308415743718983,0.06869601528666171,8.683254548278052,0.07015757571615373,0.6251611954409312,0.09818975479464802,-0.25681759458173514
CHEMBL3402757_6.5,CHEMBL3402742_23,-6.361642780571995,0.08450672155176454,-7.20229432427063,0.08875761624028188,0.8406515436986353,0.12255325547730103,0.75336866349987
CHEMBL3402759_5.7,CHEMBL3402756_2.7,-5.560255685063119,0.06221487204116647,-4.920183474371713,0.06038528732584748,-0.6400722106914054,0.08670105667478266,-0.4454628959187488
CHEMBL3402758_10,CHEMBL3402762_1,8.976053407584567,0.08129939472615531,11.627312674684017,0.07924585403847122,-2.6512592670994515,0.11353192046788381,-1.3727200936064523
CHEMBL3402759_5.7,CHEMBL3402757_6.5,-3.151756275710518,0.06734409489498823,-2.8506323248303,0.06744685163579392,-0.3011239508802181,0.09531162003032985,0.07829789639121063
CHEMBL3402762_1,CHEMBL3402760_1,-3.3989789739399465,0.06584958402512715,-5.165538736836712,0.06587594937563386,1.7665597628967664,0.09314401978883753,0.0
CHEMBL3402759_5.7,CHEMBL3402760_1,20.42601766168971,0.0781432223686841,-29.925693554860526,0.08100385772750349,50.351711216550235,0.1125521575488415,-1.0376046026335066
CHEMBL3402763_90,CHEMBL3402764_90,-4.4444670164179465,0.07570733688605609,-6.549985235830194,0.07541002561413206,2.1055182194122475,0.10685631858483073,0.0
CHEMBL3402763_90,CHEMBL3402760_1,19.529133889424507,0.10579699047568487,30.837511314664667,0.111872623049854,-11.30837742524016,0.1539756051514878,-2.6826279604872654
CHEMBL3402765_11-charged-pKa-8.1,CHEMBL3402742_23,-3.363164303698635,0.08318980145116028,-2.7049400874998795,0.08409019191967136,-0.6582242161987555,0.11828653111225569,0.43973049827311106
CHEMBL3402765_11-charged-pKa-8.1,CHEMBL3402764_90,-1.2142651241776905,0.08077809831799657,-1.6040703948234072,0.08104714273713004,0.3898052706457165,0.11442788346257503,1.253087296235789
