mol_a,mol_b,complex_pred_dg (kcal/mol),complex_pred_dg_err (kcal/mol),solvent_pred_dg (kcal/mol),solvent_pred_dg_err (kcal/mol),exp_ddg (kcal/mol),pred_ddg (kcal/mol),pred_ddg_err (kcal/mol),mle_ddg (kcal/mol),mle_ddg_err (kcal/mol)
13,42-flipped,14.347517833467919,0.07275510219370401,17.620806019916028,0.07305006527061816,-0.24160000000000004,-3.273288186448108,0.10310003361424228,-3.7140285984396524,0.10715760337602429
14,16-flipped,5.6456538568639365,0.07345600566257185,8.980243424696962,0.07003710577722004,-0.9521699999999989,-3.3345895678330253,0.10149374834712381,-3.617148096251272,0.1562008694998587
14,17-flipped,-1.4221023052639457,0.07776199404165114,1.1243605630370899,0.07466629141204101,-0.6547699999999992,-2.546462868301036,0.1078053003825026,-2.893765185310034,0.15156063022614186
14,18-flipped,-5.622668207626324,0.07745168833152088,0.3823175159526975,0.07315366327103846,-2.640739999999999,-6.004985723579021,0.10653742288686886,-5.354464996269087,0.1379127855082381
15,18-flipped,6.549782775540809,0.06708264193930438,9.108744673544965,0.06694235824801249,-3.290770000000001,-2.558961898004156,0.09477003839485434,-2.063307215777318,0.10158885295465518
16-flipped,17-flipped,19.021516277238362,0.06331312198840408,17.937139042602354,0.06313952348281938,0.29739999999999966,1.0843772346360088,0.0894156073711745,0.723382910941238,0.143232903285395
18-flipped,16-flipped,-10.829398075316577,0.06830084655056234,-12.72304287612558,0.06447023811853729,1.6885700000000003,1.893644800809003,0.09392240011085941,1.7373169000178148,0.12870499739970978
18-flipped,17-flipped,3.2236325049628767,0.058704824218615115,1.241944869931173,0.05419966235870842,1.98597,1.9816876350317039,0.07989905998406048,2.4606998109590528,0.12303206637983743
18-flipped,44-flipped,61.07788621731406,0.06817611411916855,65.74011083999379,0.06725385213311044,-0.5461000000000009,-4.6622246226797275,0.09576566797726718,-4.151581019757275,0.1111915931535453
18-flipped,45-flipped,65.13809803588066,0.07239791325293515,68.765708960717,0.07364862313964717,-0.21260000000000012,-3.62761092483635,0.10327428302217981,-3.632867232110497,0.11181056040553612
19,15,-14.322531748796727,0.07382870809790026,-17.626442642409316,0.07193464505060805,3.049170000000001,3.30391089361259,0.1030789566204564,3.3896668212369594,0.08690007991845614
19,25,-32.56404247546719,0.06737302535112241,-35.07557176623626,0.06637970427682348,0.9431499999999993,2.511529290769068,0.09458007023068614,3.1930509976213663,0.08805100416311197
19,27,-0.6357899227822355,0.07082916484936365,-7.797881905257778,0.06974413094968775,2.273199999999999,7.162091982475543,0.09940329167178281,5.941244879919672,0.09601936304253325
19,33,11.52096400652848,0.04634363848411965,11.35461535095118,0.04517602782819242,-0.37460000000000093,0.16634865557729983,0.06471944312399784,0.21635024609134845,0.083910890060474
19,34,65.81734828364016,0.06799567010891347,69.61329572761295,0.06913526049417258,-0.45420000000000016,-3.795947443972795,0.09696955912634278,-4.078267883665967,0.09168397153530615
19,36,66.4186791022407,0.07411249173793141,68.43137918466776,0.07231932145108731,-0.5461000000000009,-2.01270008242706,0.10355069138712039,-2.136775692857306,0.0871573954529336
20,19,-9.758909684785639,0.054952279748349236,-11.480006048909345,0.05293754849410353,-0.03849999999999909,1.7210963641237074,0.07630292976096263,1.4319922710438817,0.0816913368811938
20,32,-17.408832278981993,0.06391859435642153,-20.381207974140796,0.06355094113359194,1.1490200000000002,2.9723756951588043,0.09013494784746941,3.2031081225230835,0.08689752461102786
21,23,-25.02979642412509,0.07075282706952378,-22.45087364101868,0.07290078291774336,0.7400599999999997,-2.5789227831064134,0.10158979618224402,-2.6687394802434454,0.11679185890199541
21,24,-30.164122401928015,0.07430156276140162,-29.369717831210686,0.0726791484621565,-0.5897300000000012,-0.7944045707173296,0.10393738908578899,-0.6692982757185924,0.11293454925749336
21,32,-44.10357946519549,0.0651677746571674,-42.228279767547235,0.06514280957707222,0.2048899999999989,-1.8752996976482523,0.09214349946340242,-1.8997348208931903,0.10177612538486837
22,19,-34.66985215158603,0.07076537907343869,-36.31611191748004,0.07015147337949389,-0.4515999999999991,1.6462597658940135,0.09964420752217017,1.2352058637144019,0.09191194948381981
22,26,5.766730228075183,0.06735318681396953,3.086897966838901,0.0683493702840596,0.0702000000000016,2.6798322612362813,0.09595878382005979,3.0095334685092077,0.10834733613022954
22,36,36.79172192080845,0.08592847767011366,37.773169084644344,0.08304091834500472,-0.9977,-0.9814471638358931,0.11949685098062193,-0.901569829142904,0.10195763443648333
24,26,27.976157926180736,0.0650880364500772,29.08089017958506,0.06630791744635056,0.12890000000000157,-1.104732253404323,0.09291497406230396,-1.227224791858994,0.1105157707682332
24,32,-8.45461456901459,0.05699970295583543,-7.051729036652428,0.058677700990350384,0.7946200000000001,-1.4028855323621614,0.08180488207048794,-1.230436545174598,0.09899546485563603
26,20,-25.456184760937294,0.08217543716478877,-22.53089635254107,0.08042778485926909,-0.4833000000000016,-2.9252884083962205,0.11498448178164312,-3.2063198758386875,0.09982391151441318
26,27,-35.39609745174004,0.07024802230768264,-39.15426879615351,0.06781693086688867,1.7513999999999985,3.758171344413469,0.09764179817242734,4.166917275124867,0.11185283576063013
27,32,-3.8231198639720194,0.0688110471542607,-0.43823779601302426,0.07069407666823231,-1.08568,-3.384882067958995,0.09865400491840054,-4.170129028440471,0.10048593603674744
29,32,-5.996773078413266,0.07292420488729992,-5.566448959455581,0.07068737147021273,-0.2935200000000009,-0.43032411895768496,0.10156103654361126,-0.503598895004771,0.09769790081489292
29,34,50.667828710698,0.08156710674997114,57.498017585421536,0.08125234346205079,-1.9352400000000003,-6.830188874723544,0.1151309524916573,-6.35298263014994,0.10688435983746293
29,37,15.195507407646561,0.08153616782012788,20.603693873934713,0.08211584477229913,-2.268740000000001,-5.408186466288151,0.11572017380500423,-5.795159540329697,0.10436305572608787
30,13,7.029989552482837,0.07069738025991447,3.0505082162592396,0.07100522149067119,0.4131,3.9794813362235972,0.10019910705467498,3.823891985689677,0.10631388793683232
30,31,-2.2358698965211627,0.05336221700419252,-0.21299880752081687,0.05202857331407875,-0.2416999999999998,-2.0228710890003456,0.07452850893920393,-2.0542688474403956,0.09776248396028964
31,37,8.309254407632196,0.04683786504782031,7.197348793398171,0.0457131159421891,0.4131999999999998,1.1119056142340233,0.065448258734529,1.2210732316033521,0.0975770421071947
32,23,25.467899877407334,0.06767963279939103,26.131719907285806,0.06486590284240709,0.5351700000000008,-0.6638200298784757,0.09374496278425312,-0.7690046593502551,0.10337421318575478
